name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Hotel Karavali,Yes,No,3.7/5,257,Jeevan Bhima Nagar,Quick Bites,"Biryani, North Indian, Mangalorean, Seafood",450,Dine-out,Indiranagar
Johny's Kitchen,Yes,No,4.1/5,59,Jeevan Bhima Nagar,Quick Bites,"North Indian, South Indian",300,Dine-out,Indiranagar
Laddoos,Yes,No,2.9/5,229,Jeevan Bhima Nagar,"Quick Bites, Dessert Parlor","North Indian, Street Food, Mithai",250,Dine-out,Indiranagar
Chai Resto,No,No,3.3/5,5,Jeevan Bhima Nagar,Quick Bites,"Fast Food, Tea",200,Dine-out,Indiranagar
Banarasi Tadka,No,No,2.7/5,16,Jeevan Bhima Nagar,Quick Bites,North Indian,200,Dine-out,Indiranagar
Venus Biryani,Yes,No,3.0/5,143,Domlur,Quick Bites,"Biryani, Chinese",200,Dine-out,Indiranagar
No More Hungry,Yes,No,3.3/5,214,Jeevan Bhima Nagar,Quick Bites,North Indian,450,Dine-out,Indiranagar
Faasos,Yes,No,4.1/5,110,Thippasandra,Quick Bites,"North Indian, Biryani, Fast Food",500,Dine-out,Indiranagar
Swaad,Yes,No,3.1/5,25,Jeevan Bhima Nagar,Quick Bites,North Indian,200,Dine-out,Indiranagar
Bob's Restaurant,Yes,No,4.0/5,330,Jeevan Bhima Nagar,Quick Bites,"North Indian, Chinese",500,Dine-out,Indiranagar
Calcutta Victoria Chat House,No,No,3.5/5,217,Jeevan Bhima Nagar,Quick Bites,Street Food,150,Dine-out,Indiranagar
Omleterian,Yes,No,,0,Thippasandra,Quick Bites,"American, Continental",200,Dine-out,Indiranagar
Meat And Eat,Yes,No,3.1/5,73,Domlur,Quick Bites,"Fast Food, Burger",500,Dine-out,Indiranagar
Shri Krishna Bhavan,No,No,3.7/5,96,Thippasandra,Quick Bites,"South Indian, Chinese, North Indian, Street Food",350,Dine-out,Indiranagar
Nizaam's Kaati Rolls & Kebabs,Yes,No,3.7/5,110,Jeevan Bhima Nagar,Quick Bites,"Street Food, North Indian, Rolls",450,Dine-out,Indiranagar
Rajan's Cafe,Yes,No,2.8/5,79,Domlur,Quick Bites,"North Indian, Chinese, Fast Food",300,Dine-out,Indiranagar
Momo Rice Noodles,Yes,No,3.2/5,84,Domlur,Quick Bites,"Chinese, Momos",600,Dine-out,Indiranagar
Bun Maska Chai,Yes,No,3.9/5,120,Jeevan Bhima Nagar,Quick Bites,"Street Food, Fast Food",250,Dine-out,Indiranagar
Neer Dose Fish Land,No,No,3.5/5,8,Domlur,Quick Bites,"South Indian, North Indian, Seafood",250,Dine-out,Indiranagar
Brea,Yes,No,3.4/5,34,Jeevan Bhima Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Street Food",300,Dine-out,Indiranagar
SLV Andhra Mess,Yes,No,3.5/5,5,Domlur,Quick Bites,"Chinese, North Indian",200,Dine-out,Indiranagar
SKY FOG,No,No,3.2/5,5,Thippasandra,"Dessert Parlor, Quick Bites","Desserts, Ice Cream, Fast Food",300,Dine-out,Indiranagar
Amrutha Sweets,No,No,3.7/5,36,Thippasandra,Quick Bites,"Street Food, Mithai",200,Dine-out,Indiranagar
Sagar Deluxe,Yes,No,3.4/5,148,Jeevan Bhima Nagar,Quick Bites,"South Indian, North Indian, Chinese",350,Dine-out,Indiranagar
Mary Cafe,No,No,3.3/5,17,Thippasandra,Quick Bites,"Chinese, South Indian",150,Dine-out,Indiranagar
Biryani Club,No,No,2.9/5,31,Jeevan Bhima Nagar,Quick Bites,"South Indian, Biryani",400,Dine-out,Indiranagar
Bhikaram Chandmal Bhujiawala,No,No,3.7/5,70,Jeevan Bhima Nagar,Quick Bites,"North Indian, Mithai",200,Dine-out,Indiranagar
Lazzat Biriyani,No,No,,0,Domlur,Quick Bites,"Biryani, Kebab",200,Dine-out,Indiranagar
Juice Planet Food Corner,No,No,,0,Domlur,Quick Bites,"Biryani, Beverages",150,Dine-out,Indiranagar
Aysha Restaurant,No,No,,0,Jeevan Bhima Nagar,Quick Bites,"North Indian, Chinese",200,Dine-out,Indiranagar
Biryani Point,No,No,,0,Domlur,Quick Bites,Biryani,300,Dine-out,Indiranagar
Paisa Vasool,Yes,No,3.3/5,8,Domlur,Quick Bites,North Indian,400,Dine-out,Indiranagar
Roti Shotti,Yes,No,3.8/5,61,Jeevan Bhima Nagar,Quick Bites,North Indian,400,Dine-out,Indiranagar
Ambur Hot Dum Biriyani & Kabab Center,No,No,,0,Thippasandra,Quick Bites,"Biryani, Kebab",200,Dine-out,Indiranagar
Home Touch Hotel,No,No,3.2/5,4,Jeevan Bhima Nagar,Quick Bites,"South Indian, Kerala",150,Dine-out,Indiranagar
Biryani Palace,No,No,3.2/5,7,Jeevan Bhima Nagar,Quick Bites,"Biryani, Fast Food",200,Dine-out,Indiranagar
Krish Punjabi Kitchen,No,No,3.6/5,17,Thippasandra,Quick Bites,North Indian,500,Dine-out,Indiranagar
Donne Biryani Angadi Mane,No,No,3.1/5,8,Thippasandra,Quick Bites,"Biryani, South Indian",250,Dine-out,Indiranagar
Sri Lakshmi Darshini,No,No,3.4/5,5,Thippasandra,Quick Bites,"South Indian, North Indian",150,Dine-out,Indiranagar
Kolkata Famous Kati Roll,No,No,,0,Domlur,Quick Bites,Rolls,150,Dine-out,Indiranagar
Bismilla Vaniyambadi Biriyani,No,No,NEW,0,Domlur,Quick Bites,"Biryani, North Indian",200,Dine-out,Indiranagar
Refresh,No,No,,0,Thippasandra,Quick Bites,Fast Food,150,Dine-out,Indiranagar
Nimma Mane,No,No,,0,Domlur,Quick Bites,South Indian,100,Dine-out,Indiranagar
The Spicy Kitchen,Yes,No,3.3/5,15,Thippasandra,Quick Bites,"Arabian, Rolls",300,Dine-out,Indiranagar
Snack'Ups,Yes,No,3.6/5,61,Thippasandra,Quick Bites,Fast Food,250,Dine-out,Indiranagar
Eggzotic,No,No,4.0/5,391,Domlur,Quick Bites,"North Indian, Chinese, Biryani, Fast Food",500,Dine-out,Indiranagar
Pizza Stop,Yes,No,3.2/5,166,Domlur,Quick Bites,"Pizza, Italian",600,Dine-out,Indiranagar
Khushi Kitchen,Yes,No,3.3/5,69,Thippasandra,Quick Bites,"Street Food, North Indian, Bengali, Oriya",400,Dine-out,Indiranagar
Domlur Cafe,No,No,,0,Domlur,Quick Bites,South Indian,200,Dine-out,Indiranagar
Chai Masthi,Yes,No,3.4/5,9,Domlur,Quick Bites,"Fast Food, Lebanese",200,Dine-out,Indiranagar
Shiv Sagar,No,No,NEW,0,Domlur,Quick Bites,"South Indian, North Indian, Street Food",250,Dine-out,Indiranagar
ONS Food,No,No,NEW,0,Thippasandra,Quick Bites,"North Indian, Chinese",150,Dine-out,Indiranagar
Big Pitcher,No,Yes,4.7/5,9041,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean","1,800",Dine-out,Indiranagar
Yauatcha,No,Yes,4.6/5,2332,MG Road,Fine Dining,"Chinese, Asian, Cantonese, Tea","2,800",Dine-out,Indiranagar
Citrus - The Leela Palace,No,Yes,4.2/5,590,Old Airport Road,Fine Dining,"North Indian, Italian, Asian, Continental, Mediterranean","3,500",Dine-out,Indiranagar
Rim Naam - The Oberoi,No,No,4.6/5,979,MG Road,Fine Dining,Thai,"3,000",Dine-out,Indiranagar
The Tao Terraces,Yes,Yes,4.0/5,1907,MG Road,Casual Dining,"Thai, Japanese, Korean, Burmese, Chinese","2,100",Dine-out,Indiranagar
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3/5,147,Ulsoor,Fine Dining,"American, Continental, North Indian, South Indian","2,800",Dine-out,Indiranagar
Jamavar - The Leela Palace,No,Yes,4.2/5,519,Old Airport Road,Fine Dining,"North Indian, South Indian","4,000",Dine-out,Indiranagar
CloudNYN - Sterling Mac Hotel,No,No,4.1/5,403,Old Airport Road,Bar,Finger Food,"1,000",Dine-out,Indiranagar
Zaitoon,Yes,Yes,4.2/5,2015,Old Airport Road,Casual Dining,"BBQ, Arabian, Chinese, North Indian, Desserts","1,000",Dine-out,Indiranagar
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4/5,689,MG Road,"Casual Dining, Cafe","American, Cafe, Continental","1,700",Dine-out,Indiranagar
Limelight - Royal Orchid Hotel,No,Yes,4.0/5,421,Old Airport Road,Fine Dining,"Continental, North Indian","2,200",Dine-out,Indiranagar
Tiamo - Conrad Bengaluru,No,Yes,4.2/5,139,Ulsoor,Fine Dining,"Italian, Mediterranean","2,500",Dine-out,Indiranagar
Le Jardin - The Oberoi,No,No,4.3/5,687,MG Road,Fine Dining,"European, Mediterranean, North Indian","3,000",Dine-out,Indiranagar
Bangalore Pub Exchange,No,Yes,4.1/5,207,MG Road,"Pub, Casual Dining","Continental, Finger Food, Pizza, North Indian","1,000",Dine-out,Indiranagar
20 Char - Sterlings MAC Hotel,Yes,Yes,4.0/5,419,Old Airport Road,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian","1,400",Dine-out,Indiranagar
Carnival de Goa,Yes,Yes,4.2/5,980,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza","1,000",Dine-out,Indiranagar
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1/5,563,MG Road,"Casual Dining, Cafe","North Indian, Italian, South Indian, Continental, Cafe, Salad","2,500",Dine-out,Indiranagar
Zen - The Leela Palace,No,Yes,4.1/5,245,Old Airport Road,Fine Dining,"Thai, Japanese, Chinese","3,500",Dine-out,Indiranagar
Tiger Trail - Royal Orchid Hotel,No,Yes,4.1/5,303,Old Airport Road,Fine Dining,North Indian,"2,000",Dine-out,Indiranagar
Hyderabad Biryaani House,Yes,No,3.9/5,1615,Old Airport Road,Casual Dining,"Biryani, North Indian, Chinese",550,Dine-out,Indiranagar
Naachiyar's,Yes,No,3.9/5,117,Ulsoor,Casual Dining,Chettinad,600,Dine-out,Indiranagar
Mikusu - Conrad Bengaluru,No,Yes,4.1/5,80,Ulsoor,Fine Dining,"Japanese, Chinese, Thai","3,000",Dine-out,Indiranagar
XU,No,Yes,4.0/5,427,Old Airport Road,"Club, Casual Dining","European, Spanish, Continental, Italian","2,400",Dine-out,Indiranagar
Smaaash,No,Yes,4.2/5,536,MG Road,"Casual Dining, Pub","North Indian, Pizza, Chinese","1,500",Dine-out,Indiranagar
Le Cirque Signature - The Leela Palace,No,Yes,4.3/5,126,Old Airport Road,Fine Dining,"French, Italian","6,000",Dine-out,Indiranagar
Indian Durbar - Conrad Bengaluru,No,Yes,3.9/5,48,Ulsoor,Fine Dining,North Indian,"3,000",Dine-out,Indiranagar
Slo' Food Co.2,No,No,3.7/5,41,Ulsoor,Casual Dining,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill","2,000",Dine-out,Indiranagar
Memories of China - Taj MG Road Bengaluru,No,Yes,4.3/5,449,MG Road,Fine Dining,"Chinese, Momos","3,000",Dine-out,Indiranagar
Ice - Taj MG Road Bengaluru,No,Yes,4.1/5,609,MG Road,Club,Continental,"2,800",Dine-out,Indiranagar
The Grill House,Yes,Yes,4.1/5,765,Ulsoor,"Casual Dining, Bar","American, Mexican, Italian, Steak","1,200",Dine-out,Indiranagar
Foodhall,Yes,No,4.0/5,111,MG Road,Casual Dining,"Italian, Bakery, Fast Food","1,000",Dine-out,Indiranagar
Shebestan - Sterlings MAC Hotel,No,Yes,4.2/5,405,Old Airport Road,Casual Dining,Arabian,"1,500",Dine-out,Indiranagar
Fort Kochi,No,Yes,4.1/5,334,MG Road,"Casual Dining, Bar","Kerala, Seafood","1,800",Dine-out,Indiranagar
i-Bar - The Park Bangalore,No,No,3.8/5,617,MG Road,Lounge,"North Indian, Chinese, Mediterranean","3,000",Dine-out,Indiranagar
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1/5,117,Ulsoor,Casual Dining,"Continental, Asian, North Indian, South Indian","2,000",Dine-out,Indiranagar
Marzipan Cafe & Bakery,Yes,No,4.2/5,431,Ulsoor,"Cafe, Bakery","Cafe, Mediterranean, Bakery, Greek",700,Dine-out,Indiranagar
Odia Dine,No,No,3.8/5,47,Old Airport Road,Casual Dining,Oriya,400,Dine-out,Indiranagar
Tasting Room - Bengaluru Oota Company,No,No,4.0/5,58,Ulsoor,Casual Dining,"Mangalorean, South Indian","2,000",Dine-out,Indiranagar
Rahhams,Yes,No,2.8/5,413,Old Airport Road,Casual Dining,"Mughlai, North Indian, Chinese",700,Dine-out,Indiranagar
Suchithra Biryani House,No,No,3.7/5,287,Old Airport Road,Casual Dining,"Andhra, Biryani, North Indian",450,Dine-out,Indiranagar
Sri Udupi Park,Yes,No,3.7/5,443,Old Airport Road,Casual Dining,"South Indian, Chinese, North Indian",400,Dine-out,Indiranagar
Amritsari Kulcha Bite,Yes,No,3.9/5,99,Ulsoor,Quick Bites,North Indian,150,Dine-out,Indiranagar
Indian Spice Food,Yes,No,NEW,0,Ulsoor,Quick Bites,"North Indian, Chinese",300,Dine-out,Indiranagar
New Udupi Garden,No,No,3.6/5,14,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Indiranagar
Chef's Cap Chinese Cuisine Restaurant,Yes,No,3.9/5,30,Old Airport Road,Quick Bites,Chinese,400,Dine-out,Indiranagar
Nizam's Biryani House,No,No,NEW,0,Old Airport Road,Casual Dining,"North Indian, Biryani","1,000",Dine-out,Indiranagar
Bhookha Sher,Yes,No,3.6/5,8,Old Airport Road,Quick Bites,"North Indian, Fast Food",350,Dine-out,Indiranagar
Polo Club - The Oberoi,No,No,4.1/5,115,MG Road,Fine Dining,"American, North Indian, European, Tex-Mex","3,000",Dine-out,Indiranagar
Szechwan Court - The Oberoi,No,No,4.1/5,168,MG Road,Fine Dining,Chinese,"2,500",Dine-out,Indiranagar
Library Bar - The Leela Palace,No,No,3.9/5,108,Old Airport Road,Lounge,Finger Food,"3,000",Dine-out,Indiranagar
Shahi Family Restaurant,Yes,No,3.6/5,66,Ulsoor,Quick Bites,"North Indian, Chinese, South Indian",350,Dine-out,Indiranagar
Ramji Chaiwale,Yes,No,3.9/5,122,Old Airport Road,Quick Bites,"Beverages, Fast Food",250,Dine-out,Indiranagar
Aqua - The Park Bangalore,No,Yes,4.0/5,195,MG Road,"Lounge, Bar","North Indian, Mediterranean, Chinese","3,000",Dine-out,Indiranagar
Brown Crust Cafe,No,No,2.9/5,18,Old Airport Road,Cafe,"Cafe, Italian, Desserts",300,Dine-out,Indiranagar
Hotel Salala,No,No,3.7/5,73,Old Airport Road,Quick Bites,"North Indian, South Indian, Chinese, Biryani",400,Dine-out,Indiranagar
New Alameen Restaurant,Yes,No,3.4/5,23,Ulsoor,Quick Bites,"Kerala, North Indian, Chinese",300,Dine-out,Indiranagar
Hotel Dil Coorg,Yes,No,3.6/5,78,Ulsoor,Quick Bites,"North Indian, South Indian",300,Dine-out,Indiranagar
Status,Yes,No,3.6/5,119,Old Airport Road,Casual Dining,"Chinese, North Indian",550,Dine-out,Indiranagar
Zawaa Foods,Yes,No,NEW,0,Old Airport Road,Quick Bites,"Continental, South Indian, North Indian, Arabian",400,Dine-out,Indiranagar
New Kudla Family Resturant,Yes,No,3.2/5,4,MG Road,Quick Bites,"North Indian, Chinese",450,Dine-out,Indiranagar
The Punjabi Bites,No,No,3.9/5,82,Old Airport Road,Quick Bites,North Indian,150,Dine-out,Indiranagar
Mighty Small,No,No,4.1/5,258,MG Road,"Casual Dining, Bar","Continental, Chinese","1,200",Dine-out,Indiranagar
Kolkata Famous Kati Rolls,No,No,3.4/5,8,Old Airport Road,Kiosk,"Fast Food, Rolls",150,Dine-out,Indiranagar
Monsoon - The Park Bangalore,No,Yes,4.2/5,271,MG Road,Fine Dining,"Italian, North Indian","3,000",Dine-out,Indiranagar
New Punjabi Hotel,Yes,No,3.2/5,393,Old Airport Road,Quick Bites,"North Indian, Chinese",400,Dine-out,Indiranagar
Oyster Bay,No,No,3.2/5,5,Old Airport Road,Casual Dining,North Indian,550,Dine-out,Indiranagar
WAT Bar - Sterlings MAC Hotel,No,No,3.8/5,46,Old Airport Road,Lounge,Continental,"1,800",Dine-out,Indiranagar
Java,No,No,3.7/5,39,Old Airport Road,Casual Dining,"North Indian, Chinese",700,Dine-out,Indiranagar
Retro Lounge Bar,No,Yes,3.8/5,108,Ulsoor,Bar,"North Indian, Chinese","1,400",Dine-out,Indiranagar
Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.0/5,91,Ulsoor,Lounge,"Finger Food, Continental, Chinese","2,400",Dine-out,Indiranagar
The Lobby Brew - Conrad Bengaluru,No,Yes,3.8/5,25,Ulsoor,Cafe,"Cafe, North Indian, Fast Food","2,200",Dine-out,Indiranagar
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,Yes,No,3.9/5,53,MG Road,Dessert Parlor,Desserts,600,Dine-out,Indiranagar
Paratha Xpress,Yes,No,3.5/5,7,Ulsoor,Quick Bites,"North Indian, Chinese",200,Dine-out,Indiranagar
The Chocolate Heaven,Yes,No,3.8/5,135,Old Airport Road,"Dessert Parlor, Cafe","Desserts, Cafe, Italian, Beverages",700,Dine-out,Indiranagar
Simhapuri Mess,No,No,3.8/5,39,Old Airport Road,Mess,North Indian,300,Dine-out,Indiranagar
Ginseng - Royal Orchid Hotel,No,Yes,4.0/5,170,Old Airport Road,Fine Dining,"Chinese, Thai, Asian","1,900",Dine-out,Indiranagar
Budget Food,Yes,Yes,3.5/5,43,Old Airport Road,Casual Dining,"North Indian, Biryani",700,Dine-out,Indiranagar
Kadamba Foodline,Yes,No,3.7/5,28,Ulsoor,Casual Dining,"Chinese, North Indian, South Indian",400,Dine-out,Indiranagar
Shankar's Kitchen,No,No,,0,Old Airport Road,Quick Bites,Sandwich,120,Dine-out,Indiranagar
Aishwarya Uphar,No,No,NEW,0,Ulsoor,Quick Bites,"South Indian, North Indian",150,Dine-out,Indiranagar
Mamma Mexicana,Yes,Yes,2.2/5,406,MG Road,Casual Dining,Mexican,"1,000",Dine-out,Indiranagar
Desi Bytes,Yes,No,3.1/5,97,Old Airport Road,Quick Bites,"North Indian, Chinese",450,Dine-out,Indiranagar
New Royal Paris Restaurant,No,No,3.4/5,13,Old Airport Road,Quick Bites,"Chinese, Kerala, North Indian",300,Dine-out,Indiranagar
Svi Food And Juice,No,No,NEW,0,Ulsoor,Quick Bites,"North Indian, Beverages, Juices",300,Dine-out,Indiranagar
Hotel Rangoon,Yes,No,3.7/5,17,Ulsoor,Quick Bites,Burmese,300,Dine-out,Indiranagar
Ambur Hot Dum Biryani,Yes,No,3.1/5,43,Old Airport Road,Quick Bites,Biryani,200,Dine-out,Indiranagar
Palki Restaurant,No,No,2.8/5,93,Old Airport Road,Casual Dining,"North Indian, Chinese, Biryani, Mangalorean",500,Dine-out,Indiranagar
The Taste Adda,No,No,NEW,0,Ulsoor,Quick Bites,"North Indian, Fast Food, Beverages",200,Dine-out,Indiranagar
Indira Canteen,No,No,,0,Ulsoor,Quick Bites,South Indian,300,Dine-out,Indiranagar
New Taj,Yes,No,3.3/5,110,Ulsoor,Quick Bites,"North Indian, Chinese",300,Dine-out,Indiranagar
Mummy's Kitchen,Yes,No,3.7/5,16,Old Airport Road,Quick Bites,"North Indian, Biryani, Chinese",300,Dine-out,Indiranagar
Engine,No,No,3.3/5,16,Ulsoor,"Casual Dining, Bar","Biryani, South Indian, North Indian, Chinese, Mughlai",950,Dine-out,Indiranagar
The Spice Box,No,No,3.6/5,30,Old Airport Road,Casual Dining,"North Indian, South Indian",800,Dine-out,Indiranagar
Barista,No,No,3.5/5,12,CV Raman Nagar,Cafe,Cafe,300,Dine-out,Indiranagar
7 Hills Andhra Mess,No,No,3.4/5,8,CV Raman Nagar,Mess,Andhra,300,Dine-out,Indiranagar
J's Pastas and Pizzas,No,No,4.0/5,142,Old Airport Road,,"Fast Food, Italian, Pizza",300,Dine-out,Indiranagar
Drunken Monkey,Yes,No,3.1/5,14,CV Raman Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Dine-out,Indiranagar
Maaheshwari Chaat Wala,No,No,3.9/5,27,Ulsoor,Quick Bites,Street Food,100,Dine-out,Indiranagar
L'inoui - The Leela Palace,No,No,3.5/5,9,Old Airport Road,Dessert Parlor,Desserts,400,Dine-out,Indiranagar
Punjabi's Food Corner,Yes,No,3.6/5,88,CV Raman Nagar,Quick Bites,"North Indian, Chinese",250,Dine-out,Indiranagar
The Wok Shop,Yes,No,3.4/5,7,Ulsoor,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Dine-out,Indiranagar
New Udupi Fresh Juice Centre,No,No,3.4/5,9,CV Raman Nagar,Quick Bites,"Juices, Desserts, Fast Food",200,Dine-out,Indiranagar
Sri Krishna Foodline,No,No,3.3/5,4,Ulsoor,Quick Bites,North Indian,100,Dine-out,Indiranagar
Nandini Andhra Style Mess,No,No,3.5/5,28,Old Airport Road,Quick Bites,"North Indian, Chinese, South Indian",350,Dine-out,Indiranagar
Om Shakti Hotel,No,No,,0,Old Airport Road,Quick Bites,South Indian,200,Dine-out,Indiranagar
TFC - Tony's Food Corner,Yes,No,3.1/5,23,"ITPL Main Road, Whitefield",Casual Dining,"North Indian, Chinese",400,Dine-out,Indiranagar
Stuffd,Yes,No,3.8/5,32,Old Airport Road,"Takeaway, Delivery","Continental, North Indian",500,Dine-out,Indiranagar
Sri Udupi,Yes,No,,0,Old Airport Road,Casual Dining,"North Indian, South Indian, Gujarati, Bengali, Street Food",300,Dine-out,Indiranagar
Frozen Bite,Yes,No,,0,Old Airport Road,Beverage Shop,Beverages,250,Dine-out,Indiranagar
DilliBite,Yes,No,3.5/5,33,Ulsoor,Quick Bites,"North Indian, Chinese",600,Dine-out,Indiranagar
Food Of Punjab,No,No,3.7/5,19,Ulsoor,Quick Bites,North Indian,200,Dine-out,Indiranagar
Bhaiya Ji Food Court,No,No,3.0/5,16,Ulsoor,Quick Bites,"North Indian, Street Food",150,Dine-out,Indiranagar
Mac Fast Food,No,No,2.8/5,50,Old Airport Road,Quick Bites,"Fast Food, Chinese",400,Dine-out,Indiranagar
MR Mess,No,No,,0,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Indiranagar
Nukkad Point,No,No,,0,Old Airport Road,Quick Bites,North Indian,150,Dine-out,Indiranagar
Indian Masala House,No,No,,0,CV Raman Nagar,Food Court,South Indian,250,Dine-out,Indiranagar
Shree Sadguru Refreshment,Yes,No,3.2/5,4,Ulsoor,Quick Bites,"South Indian, Chinese",400,Dine-out,Indiranagar
Waah Chef,Yes,No,3.3/5,4,CV Raman Nagar,Food Court,Hyderabadi,300,Dine-out,Indiranagar
Ambur Hot Dum Biryani,Yes,No,3.2/5,6,Ulsoor,Quick Bites,Biryani,300,Dine-out,Indiranagar
Crispy Fried Chicken,Yes,No,3.3/5,11,Old Airport Road,Quick Bites,"Burger, Fast Food",150,Dine-out,Indiranagar
RJ Food Plaza,No,No,3.1/5,6,Old Airport Road,Quick Bites,"North Indian, Biryani",200,Dine-out,Indiranagar
Daily Bread,No,No,3.0/5,5,Old Airport Road,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Dine-out,Indiranagar
Tandoorinn,No,No,3.2/5,5,Old Madras Road,Quick Bites,"Biryani, Mughlai, Chinese",300,Dine-out,Indiranagar
S R Kabab Corner,No,No,3.4/5,6,Old Madras Road,Quick Bites,"North Indian, Chinese",250,Dine-out,Indiranagar
Kolkatta Famous Kati Rolls,No,No,3.2/5,15,Old Airport Road,Quick Bites,"Chinese, Rolls",200,Dine-out,Indiranagar
AMBUR HOT DUM BIRYANI,No,No,,0,Old Airport Road,Quick Bites,Biryani,300,Dine-out,Indiranagar
M.R.S Hotel,No,No,,0,Ulsoor,Quick Bites,"South Indian, Chinese",300,Dine-out,Indiranagar
Hotel Raravees,No,No,NEW,0,Old Airport Road,Quick Bites,"North Indian, Chinese, South Indian",400,Dine-out,Indiranagar
Hotel Dinesh,No,No,,0,Ulsoor,Quick Bites,Fast Food,150,Dine-out,Indiranagar
Lakshmi Hotel,No,No,,0,Ulsoor,Quick Bites,"South Indian, Biryani",300,Dine-out,Indiranagar
Get Ur Fix,No,No,,0,CV Raman Nagar,Food Court,"Fast Food, Beverages",300,Dine-out,Indiranagar
Rolls & Biryani,No,No,,0,Old Airport Road,Quick Bites,Rolls,250,Dine-out,Indiranagar
Santruptii Sagar,No,No,,0,CV Raman Nagar,Quick Bites,"South Indian, Street Food",200,Dine-out,Indiranagar
Banashankri Donne Biriyani,Yes,No,,0,Ulsoor,Quick Bites,"Biryani, Fast Food",300,Dine-out,Indiranagar
Shiv Bargav's Chit Chat,No,No,,0,CV Raman Nagar,Quick Bites,Fast Food,200,Dine-out,Indiranagar
Amar Kolkata,No,No,3.2/5,4,Old Airport Road,Quick Bites,"Bengali, North Indian, Chinese",300,Dine-out,Indiranagar
Peter's Food Junction,No,No,NEW,0,Old Airport Road,Quick Bites,"Fast Food, Finger Food, Street Food",250,Dine-out,Indiranagar
Andhra Ruchulu,Yes,No,4.0/5,43,Old Airport Road,Quick Bites,"Andhra, North Indian",400,Dine-out,Indiranagar
M.M.A Kababs Rolls & Biryani Center,Yes,No,2.7/5,67,Old Madras Road,Quick Bites,"Mughlai, Chinese, Kebab",300,Dine-out,Indiranagar
The Coffee Bean & Tea Leaf,Yes,No,3.8/5,259,MG Road,Cafe,Cafe,700,Dine-out,Indiranagar
Punjab Bistro,Yes,No,3.7/5,15,CV Raman Nagar,Food Court,North Indian,300,Dine-out,Indiranagar
Burger Bite House,Yes,No,,0,Old Airport Road,Quick Bites,"Burger, Fast Food",500,Dine-out,Indiranagar
Ambur Biriyani,No,No,3.2/5,4,Old Airport Road,Quick Bites,Biryani,200,Dine-out,Indiranagar
BIB-Breakfast In The Box,Yes,No,,0,Ulsoor,Quick Bites,"American, Continental",600,Dine-out,Indiranagar
Italia - The Park Bangalore,No,No,3.7/5,82,MG Road,Fine Dining,Italian,"2,500",Dine-out,Indiranagar
Shanmukha,Yes,No,3.8/5,138,Old Airport Road,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800,Dine-out,Indiranagar
Nagli Veg & Non Veg,No,No,NEW,0,Old Airport Road,Quick Bites,North Indian,150,Dine-out,Indiranagar
CraveBelly Veg & Non veg,No,No,NEW,0,Old Airport Road,Quick Bites,"Fast Food, South Indian",150,Dine-out,Indiranagar
Copacabana Pub,No,No,NEW,0,Ulsoor,"Pub, Casual Dining","Mexican, North Indian, Continental","1,500",Dine-out,Indiranagar
Chit Chat Cafe,No,No,NEW,0,Old Airport Road,"Beverage Shop, Quick Bites",Fast Food,150,Dine-out,Indiranagar
